id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
18,15622003.0,Zaytseva,581.0,Spain,Male,29.0,7.0,0.0,1.0,1.0,1.0,75884.65,0.0
19,15581525.0,Hsieh,683.0,Germany,Male,41.0,1.0,122453.37,1.0,1.0,0.0,96985.58,1.0
20,15677395.0,Nwokezuike,656.0,France,Male,45.0,6.0,0.0,1.0,1.0,0.0,166038.27,0.0
21,15593365.0,Y?an,619.0,France,Male,43.0,1.0,0.0,2.0,1.0,1.0,141364.62,0.0
22,15584091.0,Pinto,462.0,Germany,Male,38.0,1.0,111201.41,2.0,0.0,1.0,70532.53,0.0
23,15644295.0,Tsao,684.0,Germany,Female,63.0,3.0,117325.84,2.0,1.0,1.0,161256.83,0.0
24,15601263.0,Trevisano,621.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,0.0,162515.17,0.0
25,15682084.0,Y?an,579.0,France,Female,40.0,1.0,0.0,2.0,0.0,1.0,146511.2,0.0
26,15658716.0,Hsieh,681.0,France,Female,42.0,9.0,0.0,1.0,1.0,1.0,139919.38,0.0
27,15753362.0,H?,646.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,110273.84,0.0
28,15589475.0,Soto,491.0,Germany,Female,28.0,7.0,104822.36,1.0,1.0,0.0,93820.49,0.0
29,15644878.0,Hsu,675.0,France,Female,40.0,8.0,0.0,1.0,1.0,1.0,179445.24,0.0
30,15732270.0,Chukwukere,730.0,Germany,Male,34.0,5.0,93871.95,2.0,1.0,1.0,121884.8,0.0
31,15781665.0,Ni,592.0,France,Male,38.0,2.0,0.0,1.0,1.0,1.0,676.06,0.0
32,15643826.0,Clements,697.0,France,Male,52.0,4.0,76989.97,1.0,0.0,1.0,92888.52,0.0
33,15778861.0,McIntyre,583.0,France,Female,60.0,4.0,0.0,1.0,0.0,0.0,27448.33,1.0
34,15747591.0,Hao,707.0,Spain,Male,40.0,6.0,0.0,2.0,1.0,1.0,143981.27,1.0
35,15793890.0,Lucchesi,628.0,France,Female,44.0,3.0,0.0,2.0,1.0,1.0,105720.09,0.0
36,15662488.0,Palerma,692.0,Spain,Male,24.0,4.0,0.0,2.0,1.0,0.0,158977.73,0.0
37,15660608.0,Ch'en,579.0,France,Female,45.0,8.0,67726.55,1.0,0.0,0.0,185599.34,0.0
38,15793331.0,Ritchie,662.0,Spain,Male,38.0,1.0,99824.45,1.0,1.0,0.0,109145.2,0.0
39,15803337.0,Chioke,541.0,France,Male,36.0,8.0,0.0,1.0,1.0,0.0,199357.24,0.0
40,15798960.0,Yermakova,682.0,France,Female,36.0,6.0,0.0,1.0,1.0,1.0,162683.06,0.0
41,15671097.0,Nkemjika,697.0,France,Male,31.0,10.0,0.0,2.0,1.0,0.0,73679.59,0.0
42,15693906.0,Udobata,589.0,France,Male,33.0,5.0,0.0,1.0,0.0,0.0,129562.74,0.0
43,15642655.0,T'ien,673.0,France,Male,43.0,6.0,0.0,2.0,0.0,0.0,27380.99,0.0
44,15809800.0,T'ien,769.0,France,Male,29.0,5.0,148962.76,1.0,1.0,0.0,130639.01,0.0
45,15756840.0,Chien,581.0,France,Female,37.0,7.0,0.0,1.0,1.0,1.0,55775.84,1.0
46,15625126.0,Li,613.0,Germany,Male,37.0,5.0,139561.46,2.0,1.0,1.0,113481.02,0.0
47,15683375.0,Chidubem,677.0,Germany,Female,34.0,0.0,115465.98,1.0,1.0,0.0,118711.75,1.0
48,15593365.0,Manna,667.0,Spain,Male,41.0,8.0,0.0,1.0,0.0,0.0,150685.52,0.0
49,15794468.0,Onyekachukwu,677.0,Spain,Male,29.0,7.0,0.0,2.0,1.0,1.0,52615.62,0.0
50,15757867.0,Padovano,628.0,France,Female,30.0,2.0,109196.66,1.0,1.0,0.0,52894.01,0.0
51,15758856.0,Okechukwu,767.0,Germany,Female,33.0,4.0,145984.92,1.0,1.0,1.0,129890.94,0.0
52,15637366.0,Chukwufumnanya,727.0,Spain,Male,33.0,6.0,0.0,1.0,1.0,1.0,151733.43,0.0
53,15690164.0,Ts'ao,549.0,France,Male,42.0,8.0,0.0,2.0,0.0,0.0,132673.23,0.0
54,15791373.0,Ch'eng,554.0,France,Male,31.0,6.0,0.0,2.0,1.0,1.0,124964.82,0.0
55,15796074.0,Chibueze,643.0,Germany,Female,50.0,7.0,136444.25,1.0,1.0,0.0,187926.11,1.0
56,15671387.0,Ulyanova,578.0,Spain,Female,36.0,7.0,0.0,2.0,0.0,0.0,24207.86,0.0
57,15717995.0,Manna,587.0,Germany,Male,42.0,8.0,138023.79,1.0,1.0,0.0,4441.54,0.0
58,15690589.0,Hsing,814.0,Germany,Female,37.0,1.0,121263.62,1.0,1.0,0.0,174434.06,1.0
59,15772381.0,Ts'ui,625.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,135630.32,0.0
60,15764033.0,Ch'eng,599.0,France,Female,37.0,1.0,71872.19,1.0,1.0,1.0,161053.84,0.0
61,15747503.0,Tsao,743.0,France,Female,60.0,6.0,68881.59,1.0,1.0,0.0,54428.11,1.0
62,15809057.0,Lucciano,704.0,France,Male,45.0,2.0,96834.78,1.0,1.0,1.0,81313.51,0.0
63,15684461.0,Lucchese,648.0,Spain,Male,48.0,3.0,0.0,2.0,1.0,0.0,172363.41,0.0
64,15753895.0,Chiekwugo,573.0,France,Female,33.0,3.0,115532.52,2.0,1.0,1.0,62390.59,0.0
65,15605037.0,Hsieh,537.0,France,Female,39.0,1.0,0.0,2.0,1.0,0.0,104769.96,0.0
66,15591711.0,Hsiao,651.0,Germany,Female,32.0,3.0,135903.33,1.0,1.0,1.0,49809.88,0.0
67,15669253.0,Sun,651.0,Spain,Male,43.0,3.0,0.0,2.0,1.0,0.0,598.8,0.0
68,15724150.0,O'Sullivan,516.0,Spain,Female,35.0,6.0,0.0,2.0,1.0,0.0,172810.51,1.0
69,15762423.0,Iweobiegbunam,599.0,France,Female,24.0,5.0,0.0,2.0,1.0,0.0,177092.16,0.0
70,15641733.0,Iloerika,679.0,France,Male,50.0,5.0,118628.8,1.0,0.0,0.0,174431.01,1.0
71,15769902.0,Pirozzi,817.0,France,Male,28.0,2.0,0.0,2.0,1.0,0.0,120834.58,0.0
72,15806926.0,Ting,705.0,Germany,Male,33.0,1.0,107787.47,2.0,1.0,0.0,133537.53,0.0
73,15698619.0,P'an,678.0,Spain,Male,40.0,4.0,0.0,2.0,1.0,0.0,137961.41,0.0
74,15587573.0,Tien,684.0,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,145524.36,0.0
75,15627232.0,Frolov,611.0,Germany,Male,44.0,3.0,99097.36,1.0,0.0,0.0,168886.39,0.0
76,15574783.0,Hs?,557.0,Germany,Female,46.0,3.0,139825.34,1.0,1.0,0.0,126517.46,1.0
77,15614054.0,Oguejiofor,695.0,France,Female,33.0,7.0,0.0,2.0,1.0,1.0,141069.88,0.0
78,15706071.0,K'ung,710.0,France,Female,48.0,6.0,0.0,1.0,1.0,0.0,116977.89,1.0
79,15784761.0,Rizzo,663.0,France,Male,38.0,8.0,0.0,2.0,0.0,0.0,128882.66,0.0
80,15770543.0,DeRose,721.0,Spain,Male,40.0,3.0,0.0,2.0,0.0,0.0,138328.24,0.0
81,15595037.0,Ijendu,850.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,92915.84,0.0
82,15682773.0,Ting,662.0,France,Male,43.0,2.0,0.0,2.0,0.0,0.0,60721.4,0.0
83,15591344.0,Chiemenam,667.0,France,Male,35.0,6.0,0.0,2.0,1.0,0.0,160594.85,0.0
84,15641640.0,Pagnotto,616.0,France,Male,46.0,10.0,0.0,2.0,1.0,1.0,84475.13,0.0
85,15650026.0,Chin,581.0,France,Male,38.0,9.0,0.0,2.0,1.0,0.0,86764.46,0.0
86,15745012.0,Macleod,754.0,France,Male,33.0,9.0,0.0,2.0,1.0,1.0,129569.92,0.0
87,15808960.0,Udegbulam,671.0,Spain,Male,32.0,6.0,0.0,2.0,1.0,1.0,62762.12,0.0
88,15751180.0,Tuan,766.0,Germany,Female,44.0,6.0,88814.4,2.0,1.0,0.0,124071.71,0.0
89,15583580.0,Foveaux,663.0,Spain,Female,62.0,7.0,0.0,1.0,1.0,0.0,99843.98,1.0
90,15648069.0,Nnamutaezinwa,587.0,France,Male,37.0,6.0,102535.57,1.0,1.0,0.0,117834.91,1.0
91,15671142.0,Y?,706.0,France,Male,39.0,8.0,0.0,1.0,1.0,0.0,107876.2,0.0
92,15770498.0,Laidley,521.0,Spain,Female,31.0,6.0,0.0,2.0,0.0,0.0,120107.1,0.0
93,15773731.0,Fiorentini,498.0,France,Female,36.0,1.0,0.0,2.0,0.0,0.0,54947.51,0.0
94,15694450.0,Obialo,670.0,France,Female,48.0,5.0,0.0,1.0,1.0,0.0,76637.38,1.0
95,15682548.0,De Luca,744.0,Spain,Female,69.0,1.0,131659.59,1.0,1.0,1.0,62933.03,0.0
96,15660833.0,Hs?,726.0,Germany,Male,34.0,2.0,110112.54,1.0,1.0,0.0,177025.79,1.0
97,15627395.0,Calabresi,588.0,Spain,Female,27.0,9.0,0.0,2.0,1.0,0.0,177610.06,0.0
98,15793901.0,Iheatu,679.0,France,Male,34.0,4.0,114713.57,1.0,1.0,0.0,125154.57,0.0
99,15601012.0,Onyeorulu,662.0,Germany,Female,40.0,10.0,152582.3,1.0,1.0,1.0,172668.39,0.0
100,15603914.0,Mazzanti,694.0,France,Male,34.0,0.0,0.0,2.0,1.0,1.0,90558.24,0.0
101,15672437.0,Chiedozie,663.0,France,Female,40.0,3.0,141581.71,1.0,1.0,1.0,54474.48,0.0
102,15791958.0,Onwumelu,681.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,180598.86,0.0
103,15675380.0,Hsiung,681.0,France,Male,36.0,1.0,0.0,3.0,0.0,0.0,81861.1,1.0
104,15677955.0,Chu,587.0,Spain,Female,33.0,6.0,0.0,1.0,1.0,1.0,181605.85,0.0
105,15589019.0,Chidiebele,652.0,France,Male,46.0,3.0,125837.86,1.0,1.0,1.0,175853.64,1.0
106,15793901.0,Maclean,558.0,France,Female,38.0,3.0,0.0,2.0,1.0,1.0,171483.82,0.0
107,15669946.0,Palermo,547.0,France,Male,40.0,8.0,149961.99,1.0,1.0,1.0,103608.06,0.0
108,15663933.0,Maclean,679.0,France,Male,37.0,2.0,0.0,2.0,1.0,0.0,102681.32,0.0
109,15589435.0,Cameron,685.0,Germany,Female,43.0,0.0,113680.53,1.0,1.0,1.0,169122.54,0.0
110,15603743.0,O'Meara,713.0,Spain,Female,26.0,4.0,54817.55,1.0,1.0,0.0,56793.07,1.0
111,15671351.0,Onyekachukwu,595.0,France,Female,49.0,0.0,167559.05,1.0,0.0,0.0,162453.06,1.0
112,15803378.0,Piazza,653.0,France,Male,36.0,4.0,0.0,2.0,1.0,0.0,83022.92,0.0
113,15810563.0,Kao,613.0,France,Male,47.0,3.0,0.0,1.0,1.0,0.0,136330.96,0.0
114,15591279.0,Kao,599.0,France,Male,35.0,5.0,121540.41,1.0,1.0,1.0,125435.81,0.0
115,15704769.0,Iloerika,691.0,France,Male,31.0,1.0,0.0,2.0,0.0,0.0,177740.58,0.0
116,15753831.0,McGregor,595.0,Germany,Male,43.0,0.0,94435.47,1.0,1.0,0.0,134901.58,0.0
117,15642820.0,Phelan,607.0,Germany,Female,61.0,1.0,117304.29,1.0,1.0,1.0,88878.15,1.0
118,15751203.0,Kable,697.0,Spain,Female,50.0,7.0,144427.96,1.0,1.0,0.0,100538.8,1.0
119,15583580.0,Cawker,724.0,France,Male,44.0,5.0,0.0,2.0,0.0,1.0,121440.8,0.0
120,15671172.0,Nnamutaezinwa,688.0,Spain,Female,52.0,4.0,81576.75,3.0,1.0,1.0,58879.31,1.0
121,15620579.0,Pinto,749.0,Spain,Male,28.0,10.0,0.0,2.0,1.0,0.0,73977.23,0.0
122,15595766.0,Onyekachukwu,653.0,Germany,Male,31.0,3.0,156814.06,2.0,0.0,1.0,116957.6,0.0
123,15749482.0,Walker,848.0,Spain,Female,40.0,5.0,0.0,2.0,1.0,0.0,139946.68,0.0
124,15784099.0,Gentry,646.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,138775.86,0.0
125,15589924.0,Yermakov,632.0,Spain,Female,38.0,9.0,0.0,2.0,1.0,0.0,114522.68,0.0
126,15773949.0,Chia,679.0,France,Male,43.0,2.0,181736.52,1.0,1.0,1.0,173498.45,1.0
127,15583033.0,Ch'ien,769.0,France,Female,29.0,9.0,0.0,2.0,1.0,0.0,153356.8,0.0
128,15765263.0,Trevisan,622.0,France,Female,34.0,2.0,0.0,1.0,1.0,1.0,161854.98,0.0
129,15758836.0,Chiu,597.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,167066.95,0.0
130,15606839.0,T'ao,611.0,Germany,Female,45.0,5.0,131390.75,1.0,1.0,0.0,114936.77,1.0
131,15716781.0,T'ao,633.0,Spain,Male,29.0,5.0,66582.81,1.0,1.0,0.0,149891.79,0.0
132,15793324.0,Ch'ang,719.0,France,Male,35.0,1.0,113000.92,1.0,1.0,0.0,55775.72,0.0
133,15707962.0,Chukwudi,746.0,Germany,Male,51.0,6.0,137847.41,1.0,0.0,0.0,59747.64,1.0
134,15681695.0,Iweobiegbunam,614.0,Germany,Female,35.0,3.0,105522.06,1.0,1.0,0.0,174969.92,0.0
135,15772381.0,Lombardi,633.0,France,Male,35.0,3.0,0.0,1.0,1.0,1.0,80619.17,0.0
136,15654574.0,Ozerova,697.0,Germany,Female,29.0,9.0,92730.27,2.0,0.0,1.0,112465.19,0.0
137,15650068.0,Martin,667.0,France,Female,55.0,9.0,0.0,1.0,1.0,0.0,67972.45,1.0
138,15685329.0,Hsia,558.0,Germany,Female,44.0,10.0,113348.14,1.0,0.0,0.0,118862.08,1.0
139,15585892.0,Cremonesi,586.0,Spain,Female,44.0,8.0,0.0,2.0,1.0,1.0,176750.81,0.0
140,15663625.0,Lai,553.0,France,Male,57.0,6.0,0.0,3.0,1.0,0.0,59637.64,1.0
141,15733303.0,Kuo,642.0,France,Female,45.0,5.0,155973.88,1.0,1.0,0.0,172097.4,1.0
142,15797381.0,Chukwudi,648.0,Spain,Female,33.0,7.0,0.0,2.0,1.0,0.0,53667.08,0.0
143,15648075.0,Ch'iu,652.0,France,Female,28.0,4.0,0.0,2.0,0.0,1.0,113557.7,0.0
144,15667424.0,Nwankwo,697.0,France,Female,33.0,6.0,0.0,1.0,0.0,0.0,146738.83,0.0
145,15782941.0,Fomin,561.0,France,Male,43.0,9.0,0.0,2.0,1.0,0.0,180626.68,0.0
146,15728333.0,Scott,614.0,Spain,Female,30.0,9.0,0.0,2.0,1.0,1.0,95481.0,0.0
147,15617486.0,Duncan,755.0,Spain,Female,30.0,6.0,0.0,2.0,1.0,0.0,143317.31,0.0
148,15656062.0,Lettiere,653.0,France,Male,26.0,3.0,122338.21,1.0,1.0,0.0,57862.88,0.0
149,15595874.0,Ch'ang,648.0,Germany,Male,38.0,6.0,139603.22,1.0,0.0,0.0,62845.64,0.0
150,15650098.0,Ts'ao,544.0,France,Female,49.0,3.0,0.0,2.0,0.0,0.0,128521.17,0.0
151,15737605.0,Teng,731.0,France,Male,55.0,8.0,0.0,4.0,1.0,0.0,176780.17,1.0
152,15809847.0,Chia,696.0,France,Male,54.0,2.0,0.0,2.0,0.0,1.0,173576.71,0.0
153,15752953.0,Ts'ui,530.0,France,Female,32.0,6.0,0.0,2.0,1.0,1.0,150661.42,0.0
154,15592761.0,Loewenthal,576.0,Spain,Male,36.0,3.0,0.0,2.0,1.0,0.0,133617.43,1.0
155,15774727.0,O'Brien,705.0,France,Female,31.0,1.0,0.0,2.0,0.0,1.0,91086.73,0.0
156,15714391.0,P'eng,582.0,Spain,Female,26.0,7.0,0.0,1.0,1.0,0.0,113050.92,0.0
157,15756538.0,Yobachukwu,714.0,France,Male,27.0,2.0,99546.25,1.0,1.0,0.0,172031.22,0.0
158,15807008.0,Chiemezie,669.0,France,Female,57.0,8.0,125919.35,1.0,1.0,1.0,63747.51,0.0
159,15592386.0,Kao,622.0,France,Female,48.0,1.0,0.0,2.0,0.0,1.0,120511.03,0.0
160,15803378.0,Onyemauchechukwu,602.0,France,Female,38.0,3.0,0.0,2.0,1.0,1.0,120880.72,0.0
161,15617482.0,Ts'ui,554.0,Spain,Male,34.0,7.0,0.0,2.0,1.0,0.0,162858.29,0.0
162,15694890.0,Biryukov,636.0,Spain,Female,26.0,5.0,0.0,2.0,1.0,1.0,180622.02,0.0
163,15796958.0,T'ang,639.0,France,Male,39.0,9.0,0.0,2.0,1.0,1.0,162812.16,0.0
164,15671779.0,Li,549.0,France,Male,37.0,7.0,0.0,1.0,0.0,1.0,163465.8,0.0
165,15793331.0,Yeh,644.0,France,Male,37.0,5.0,0.0,1.0,1.0,0.0,146663.27,0.0
166,15702298.0,Tien,679.0,France,Male,31.0,7.0,0.0,2.0,1.0,1.0,27654.44,0.0
167,15757897.0,Lai,704.0,France,Male,39.0,9.0,105128.85,1.0,0.0,1.0,160526.36,0.0
168,15795516.0,Frolova,646.0,Spain,Female,34.0,6.0,0.0,2.0,1.0,0.0,61936.1,0.0
169,15603794.0,Ibezimako,716.0,Germany,Female,31.0,1.0,102955.14,1.0,0.0,0.0,119747.08,1.0
170,15809847.0,Iadanza,706.0,France,Female,39.0,9.0,0.0,1.0,1.0,1.0,85523.24,0.0
171,15790282.0,Y?an,648.0,Spain,Female,35.0,1.0,79954.61,1.0,1.0,0.0,122381.02,1.0
172,15790599.0,Ch'ang,757.0,Spain,Female,48.0,9.0,0.0,2.0,0.0,0.0,67364.41,0.0
173,15696814.0,Calabresi,636.0,France,Male,33.0,6.0,152759.0,2.0,1.0,0.0,169156.64,0.0
174,15680370.0,Ts'ui,615.0,France,Male,32.0,10.0,0.0,2.0,1.0,1.0,138526.96,0.0
175,15604314.0,Aksenov,749.0,France,Male,32.0,5.0,0.0,2.0,1.0,1.0,171039.56,0.0
176,15682533.0,Ch'eng,587.0,France,Female,38.0,7.0,0.0,1.0,1.0,1.0,179908.71,1.0
177,15684548.0,Ch'ang,705.0,France,Female,32.0,7.0,0.0,1.0,1.0,0.0,124625.08,1.0
178,15778936.0,Chidiebele,583.0,France,Female,38.0,5.0,123544.0,1.0,0.0,1.0,109843.16,0.0
179,15618258.0,Yeh,577.0,Spain,Female,44.0,6.0,0.0,2.0,1.0,0.0,120790.02,0.0
180,15699335.0,Rizzo,724.0,Spain,Female,34.0,7.0,0.0,2.0,1.0,1.0,136837.53,0.0
181,15642093.0,Chibugo,439.0,France,Female,27.0,4.0,0.0,2.0,1.0,0.0,168034.9,0.0
182,15654975.0,De Mestre,543.0,Spain,Female,30.0,6.0,0.0,2.0,1.0,0.0,162668.33,0.0
183,15591766.0,Trevisani,628.0,Germany,Male,32.0,4.0,148061.89,2.0,1.0,0.0,166982.41,0.0
184,15767488.0,Walker,633.0,France,Male,34.0,2.0,0.0,1.0,1.0,1.0,141240.68,0.0
185,15593795.0,Nwankwo,616.0,Germany,Male,32.0,4.0,95829.13,1.0,1.0,1.0,130553.47,0.0
186,15589475.0,Okwuadigbo,774.0,France,Male,30.0,5.0,0.0,1.0,0.0,1.0,176713.47,0.0
187,15651581.0,T'ien,794.0,France,Male,37.0,3.0,105420.08,1.0,1.0,1.0,184520.0,0.0
188,15583033.0,Kao,584.0,Spain,Male,36.0,8.0,0.0,2.0,0.0,0.0,130862.11,0.0
189,15781409.0,Nnanna,719.0,France,Female,37.0,5.0,0.0,2.0,1.0,0.0,143980.28,0.0
190,15656901.0,Chibugo,792.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,143783.98,0.0
191,15579207.0,Chukwudi,744.0,France,Female,32.0,2.0,0.0,2.0,1.0,1.0,60721.4,0.0
192,15696812.0,Aitken,705.0,France,Female,66.0,2.0,0.0,2.0,1.0,1.0,131647.31,0.0
193,15764491.0,Onyekachi,597.0,Spain,Male,33.0,6.0,0.0,1.0,1.0,1.0,152290.85,0.0
194,15724444.0,Iredale,602.0,Germany,Male,42.0,9.0,121629.22,1.0,1.0,1.0,824.0,0.0
195,15685564.0,Chin,544.0,Germany,Female,30.0,7.0,119492.88,1.0,1.0,0.0,121151.1,0.0
196,15722532.0,Hsueh,663.0,Germany,Male,52.0,7.0,130661.96,1.0,1.0,0.0,111241.37,0.0
197,15755798.0,Fiorentini,850.0,Germany,Male,34.0,6.0,131402.21,2.0,1.0,0.0,23481.69,0.0
198,15692583.0,Chukwukere,584.0,Germany,Female,58.0,6.0,121681.91,1.0,1.0,0.0,89972.25,0.0
199,15663824.0,Okoli,632.0,Germany,Male,37.0,5.0,108528.07,1.0,1.0,1.0,173486.39,0.0
200,15757897.0,Mancini,709.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,185821.41,0.0
201,15754569.0,Manna,604.0,France,Female,51.0,3.0,94901.09,1.0,0.0,0.0,171045.35,0.0
202,15572021.0,Chiabuotu,696.0,Germany,Male,42.0,6.0,133598.4,2.0,1.0,0.0,25181.61,0.0
203,15598044.0,Chukwuemeka,696.0,Spain,Male,42.0,7.0,0.0,1.0,1.0,1.0,85891.02,0.0
204,15793902.0,Hsueh,516.0,France,Male,69.0,5.0,0.0,2.0,1.0,1.0,142763.54,0.0
205,15689602.0,Tien,646.0,Spain,Female,29.0,3.0,0.0,1.0,1.0,1.0,182612.38,0.0
206,15635240.0,Hao,648.0,France,Female,57.0,3.0,95858.37,2.0,1.0,1.0,96734.46,0.0
207,15791944.0,Shao,648.0,France,Female,33.0,7.0,0.0,1.0,1.0,0.0,141756.32,1.0
208,15721740.0,Ting,683.0,Germany,Female,44.0,3.0,132759.8,1.0,0.0,0.0,106327.85,1.0
209,15658668.0,Lo Duca,619.0,France,Female,52.0,0.0,0.0,1.0,1.0,1.0,143681.85,1.0
210,15692575.0,Fitts,614.0,France,Female,41.0,3.0,0.0,2.0,1.0,1.0,147055.87,0.0
211,15690925.0,Fanucci,657.0,France,Female,41.0,7.0,0.0,1.0,1.0,1.0,60552.44,1.0
212,15777907.0,Linger,597.0,France,Male,64.0,8.0,0.0,2.0,1.0,1.0,111448.92,0.0
213,15654489.0,Chukwufumnanya,584.0,Spain,Male,39.0,9.0,0.0,2.0,1.0,1.0,102076.03,0.0
214,15641822.0,Iadanza,605.0,France,Male,29.0,7.0,112889.91,1.0,1.0,1.0,91347.76,0.0
215,15633650.0,Chiu,757.0,France,Female,45.0,2.0,0.0,1.0,0.0,1.0,74580.8,1.0
216,15679743.0,Hsieh,584.0,Germany,Male,52.0,4.0,102741.15,1.0,1.0,0.0,145798.4,1.0
217,15592386.0,Hs?,602.0,Spain,Male,34.0,8.0,0.0,2.0,1.0,0.0,141180.66,0.0
218,15807768.0,Dufresne,653.0,France,Female,33.0,1.0,0.0,2.0,0.0,0.0,93716.38,0.0
219,15750141.0,Nnaife,681.0,France,Male,33.0,9.0,93656.95,1.0,1.0,0.0,91340.02,0.0
220,15682575.0,T'an,582.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,62232.6,0.0
221,15804038.0,Nwokeocha,744.0,France,Female,33.0,7.0,0.0,2.0,1.0,1.0,60905.51,0.0
222,15794468.0,Chin,725.0,France,Male,38.0,2.0,0.0,1.0,1.0,0.0,53534.8,0.0
223,15659937.0,Chiemezie,817.0,France,Male,34.0,1.0,0.0,2.0,1.0,0.0,183569.25,0.0
224,15741032.0,Pirozzi,638.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,104079.62,0.0
225,15807595.0,Fyans,823.0,France,Male,33.0,3.0,0.0,1.0,0.0,0.0,176883.42,1.0
226,15584518.0,Ch'iu,638.0,France,Male,41.0,8.0,170557.91,1.0,0.0,1.0,61843.73,0.0
227,15673584.0,Chia,653.0,Spain,Female,48.0,2.0,0.0,1.0,1.0,0.0,136835.32,1.0
228,15681755.0,Fomina,588.0,Germany,Male,34.0,6.0,110941.93,1.0,0.0,1.0,148736.07,0.0
229,15764033.0,H?,656.0,France,Male,41.0,8.0,0.0,1.0,1.0,0.0,143315.57,1.0
230,15772216.0,Dickson,774.0,France,Female,29.0,5.0,0.0,2.0,1.0,1.0,187987.01,0.0
231,15763025.0,Ross,724.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,121883.87,0.0
232,15608701.0,Ch'in,694.0,France,Male,45.0,6.0,0.0,2.0,1.0,0.0,80587.39,0.0
233,15593976.0,Cawthorne,653.0,France,Female,59.0,3.0,0.0,1.0,1.0,0.0,124592.84,1.0
234,15605968.0,Milanesi,704.0,France,Male,29.0,5.0,86843.61,1.0,0.0,0.0,104220.5,0.0
235,15643908.0,Ch'in,709.0,Spain,Female,28.0,8.0,0.0,2.0,1.0,1.0,72876.63,0.0
236,15763414.0,Chieloka,605.0,Spain,Male,26.0,2.0,0.0,2.0,0.0,1.0,145764.4,0.0
237,15602034.0,Chinwendu,642.0,Germany,Male,58.0,7.0,161651.37,1.0,0.0,1.0,161851.81,1.0
238,15718216.0,H?,641.0,Spain,Male,37.0,7.0,0.0,1.0,0.0,1.0,121440.8,0.0
239,15763029.0,Ch'in,633.0,France,Male,29.0,9.0,0.0,2.0,1.0,1.0,161653.5,0.0
240,15746802.0,Tien,684.0,Spain,Male,33.0,8.0,0.0,1.0,0.0,0.0,138360.29,0.0
241,15743817.0,Chien,645.0,France,Male,33.0,5.0,0.0,2.0,1.0,1.0,88838.14,0.0
